datasetID,accessible,institution,dataStructure,cdm_data_type,class,title,minLongitude (degrees_east),maxLongitude (degrees_east),longitudeSpacing (degrees_east),minLatitude (degrees_north),maxLatitude (degrees_north),latitudeSpacing (degrees_north),minAltitude (m),maxAltitude (m),minTime (UTC),maxTime (UTC),timeSpacing (seconds),griddap,subset,tabledap,MakeAGraph,sos,wcs,wms,files,fgdc,iso19115,metadata,sourceUrl,infoUrl,rss,email,testOutOfDate,outOfDate,summary
E2M3A_SBE37O,public,"National Institute of Oceanography and Applied Geophysics - OGS, Division of Oceanography",table,TimeSeries,EDDTableFromErddap,"E2M3A SBE37O timeSeries, NRT in situ Observations",18.0824167,18.0824167,,41.5277,41.5277,,5.0,-1185.0,2021-01-01T00:00:00Z,,,,,https://erddap.emso.eu/erddap/tabledap/E2M3A_SBE37O,https://erddap.emso.eu/erddap/tabledap/E2M3A_SBE37O.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/E2M3A_SBE37O_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/E2M3A_SBE37O_iso19115.xml,https://erddap.emso.eu/erddap/info/E2M3A_SBE37O/index,(source database),https://nodc.ogs.it,https://erddap.emso.eu/erddap/rss/E2M3A_SBE37O.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=E2M3A_SBE37O&showErrors=false&email=,,,"E2M3A SBE37O timeSeries, NRT in situ Observations"
E2M3A_CTD_meteo_CO2_pH_NRT,public,"National Institute of Oceanography and Applied Geophysics - OGS, Division of Oceanography",table,TimeSeries,EDDTableFromErddap,"E2M3A timeSeries ALL INSTRUMENTS, NRT in situ Observations",18.0824167,18.0824167,,41.5277,41.5277,,5.0,-1185.0,2021-01-01T00:00:00Z,,,,,https://erddap.emso.eu/erddap/tabledap/E2M3A_CTD_meteo_CO2_pH_NRT,https://erddap.emso.eu/erddap/tabledap/E2M3A_CTD_meteo_CO2_pH_NRT.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/E2M3A_CTD_meteo_CO2_pH_NRT_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/E2M3A_CTD_meteo_CO2_pH_NRT_iso19115.xml,https://erddap.emso.eu/erddap/info/E2M3A_CTD_meteo_CO2_pH_NRT/index,(source database),https://nodc.ogs.it,https://erddap.emso.eu/erddap/rss/E2M3A_CTD_meteo_CO2_pH_NRT.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=E2M3A_CTD_meteo_CO2_pH_NRT&showErrors=false&email=,,,"E2M3A timeSeries ALL INSTRUMENTS, NRT in situ Observations"
E2M3A_2021_2022_TS,public,"National Institute of Oceanography and Applied Geophysics - OGS, Division of Oceanography",table,TimeSeries,EDDTableFromErddap,"E2M3A timeSeries, data collected from 2021 to 2022",18.0824167,18.0824167,,41.5277,41.5277,,5.0,-5.0,2021-01-01T00:00:00Z,2022-11-26T18:02:25Z,,,,https://erddap.emso.eu/erddap/tabledap/E2M3A_2021_2022_TS,https://erddap.emso.eu/erddap/tabledap/E2M3A_2021_2022_TS.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/E2M3A_2021_2022_TS_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/E2M3A_2021_2022_TS_iso19115.xml,https://erddap.emso.eu/erddap/info/E2M3A_2021_2022_TS/index,(source database),https://nodc.ogs.it,https://erddap.emso.eu/erddap/rss/E2M3A_2021_2022_TS.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=E2M3A_2021_2022_TS&showErrors=false&email=,,,"E2M3A timeSeries, data collected from 2021 to 2022"
Emso_Azores_Chemini_IRON,public,Ifremer Institut Francais de Recherche pour l'Exploitation de la Mer,table,TimeSeries,EDDTableFromErddap,EMSO Azores Seamon-East Chemini dissolved iron concentration,-32.275,-32.275,,37.289,37.289,,-1695.0,-1695.0,2013-09-01T18:00:00Z,2017-07-14T22:35:00Z,,,https://erddap.emso.eu/erddap/tabledap/Emso_Azores_Chemini_IRON.subset,https://erddap.emso.eu/erddap/tabledap/Emso_Azores_Chemini_IRON,https://erddap.emso.eu/erddap/tabledap/Emso_Azores_Chemini_IRON.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/Emso_Azores_Chemini_IRON_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/Emso_Azores_Chemini_IRON_iso19115.xml,https://erddap.emso.eu/erddap/info/Emso_Azores_Chemini_IRON/index,(local files),http://www.oceansites.org,https://erddap.emso.eu/erddap/rss/Emso_Azores_Chemini_IRON.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=Emso_Azores_Chemini_IRON&showErrors=false&email=,,,"This dataset contains dissolved iron concentrations ((Fe(II) + Fe(III); \u00b5mol/l) acquired between September 2013 and July 2017 using the CHEMINI Fe, a CHEmical MINIaturized analyser (samples taken every 12 hours, with daily in situ calibration using a 20 \u00b5mol/l iron standard, Vuillemin et al., 2009). The sample inlet was positioned on the mussel bed at the base of the Tour Eiffel edifice of the Lucky Strike hydrothermal vent (1695 depth).CHEMINI Fe (CF2) was mounted on the TEMPO module which was itself connected to the SeaMON East node of the EMSO-Azores observatory. Measured properties: temperature and Total dissolved iron concentration"
EMSO-AZORES_TCM3-1_2016-2017,public,"IPGP ;Ifremer, Institut Fran\u00e7ais de Recherche pour l'Exploitation de la Mer",table,TimeSeries,EDDTableFromErddap,EMSO Azores TCM3-1 Ocean Bottom Tilt Current Meter : 2016-2017,-32.2757,-32.2757,,37.288,37.288,,-1700.0,-1700.0,2016-09-05T03:38:26Z,2017-07-19T12:47:26Z,,,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_TCM3-1_2016-2017.subset,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_TCM3-1_2016-2017,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_TCM3-1_2016-2017.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/EMSO-AZORES_TCM3-1_2016-2017_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/EMSO-AZORES_TCM3-1_2016-2017_iso19115.xml,https://erddap.emso.eu/erddap/info/EMSO-AZORES_TCM3-1_2016-2017/index,(local files),https://wwz.ifremer.fr/,https://erddap.emso.eu/erddap/rss/EMSO-AZORES_TCM3-1_2016-2017.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=EMSO-AZORES_TCM3-1_2016-2017&showErrors=false&email=,,,"The TCM-3 Ocean Bottom Tilt Current Meter from Lowell Instruments LLC (North Falmouth, MA, USA) measures current using the drag-tilt principle. The logger is buoyant and is anchored to the bottom via a short flexible tether. Drag from moving water tilts the logger in the direction of flow. The logger's accelerometer and magnetometer channels are used to record the amount of tilt and direction of tilt (compass bearing). The array currentmeters are deployed near the Tour Eiffel, Monts\u00c3\u00a9gur and White Castle hydrothermal vent sites. The array is not connected to an energy node. The currentmeter's internal clocks are set to UTC time before deployment. Clock drift after recovery is not implemented in data but added as metadata in the file"
EMSO-AZORES_TCM3-1_2017-2018,public,"IPGP ;Ifremer, Institut Fran\u00e7ais de Recherche pour l'Exploitation de la Mer",table,TimeSeries,EDDTableFromErddap,EMSO Azores TCM3-1 Ocean Bottom Tilt Current Meter : 2017-2018,-32.26394,-32.26394,,37.28936,37.28936,,-1696.0,-1696.0,2017-07-21T13:32:17Z,2018-08-16T08:04:17Z,,,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_TCM3-1_2017-2018.subset,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_TCM3-1_2017-2018,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_TCM3-1_2017-2018.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/EMSO-AZORES_TCM3-1_2017-2018_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/EMSO-AZORES_TCM3-1_2017-2018_iso19115.xml,https://erddap.emso.eu/erddap/info/EMSO-AZORES_TCM3-1_2017-2018/index,(local files),https://wwz.ifremer.fr/,https://erddap.emso.eu/erddap/rss/EMSO-AZORES_TCM3-1_2017-2018.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=EMSO-AZORES_TCM3-1_2017-2018&showErrors=false&email=,,,"The TCM-3 Ocean Bottom Tilt Current Meter from Lowell Instruments LLC (North Falmouth, MA, USA) measures current using the drag-tilt principle. The logger is buoyant and is anchored to the bottom via a short flexible tether. Drag from moving water tilts the logger in the direction of flow. The logger's accelerometer and magnetometer channels are used to record the amount of tilt and direction of tilt (compass bearing). The array currentmeters are deployed near the Tour Eiffel, Monts\u00c3\u00a9gur and White Castle hydrothermal vent sites. The array is not connected to an energy node. The currentmeter's internal clocks are set to UTC time before deployment. Clock drift after recovery is not implemented in data but added as metadata in the file"
EMSO-AZORES_TCM3-1_2018-2019,public,"IPGP ;Ifremer, Institut Fran\u00e7ais de Recherche pour l'Exploitation de la Mer",table,TimeSeries,EDDTableFromErddap,EMSO Azores TCM3-1 Ocean Bottom Tilt Current Meter : 2018-2019,-32.28247,-32.28247,,37.29063,37.29063,,-1721.0,-1721.0,2018-08-16T12:52:32Z,2019-06-20T14:43:32Z,,,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_TCM3-1_2018-2019.subset,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_TCM3-1_2018-2019,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_TCM3-1_2018-2019.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/EMSO-AZORES_TCM3-1_2018-2019_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/EMSO-AZORES_TCM3-1_2018-2019_iso19115.xml,https://erddap.emso.eu/erddap/info/EMSO-AZORES_TCM3-1_2018-2019/index,(local files),https://wwz.ifremer.fr/,https://erddap.emso.eu/erddap/rss/EMSO-AZORES_TCM3-1_2018-2019.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=EMSO-AZORES_TCM3-1_2018-2019&showErrors=false&email=,,,"The TCM-3 Ocean Bottom Tilt Current Meter from Lowell Instruments LLC (North Falmouth, MA, USA) measures current using the drag-tilt principle. The logger is buoyant and is anchored to the bottom via a short flexible tether. Drag from moving water tilts the logger in the direction of flow. The logger's accelerometer and magnetometer channels are used to record the amount of tilt and direction of tilt (compass bearing). The array currentmeters are deployed near the Tour Eiffel, Monts\u00c3\u00a9gur and White Castle hydrothermal vent sites. The array is not connected to an energy node. The currentmeter's internal clocks are set to UTC time before deployment. Clock drift after recovery is not implemented in data but added as metadata in the file"
EMSO-AZORES_TCM3-1_2021-2022,public,"IPGP ;Ifremer, Institut Fran\u00e7ais de Recherche pour l'Exploitation de la Mer",table,TimeSeries,EDDTableFromErddap,EMSO Azores TCM3-1 Ocean Bottom Tilt Current Meter : 2021-2022,-32.27553,-32.27553,,37.28838,37.28838,,-1703.0,-1703.0,2021-06-06T08:14:01Z,2022-04-14T08:19:01Z,,,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_TCM3-1_2021-2022.subset,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_TCM3-1_2021-2022,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_TCM3-1_2021-2022.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/EMSO-AZORES_TCM3-1_2021-2022_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/EMSO-AZORES_TCM3-1_2021-2022_iso19115.xml,https://erddap.emso.eu/erddap/info/EMSO-AZORES_TCM3-1_2021-2022/index,(local files),https://wwz.ifremer.fr/,https://erddap.emso.eu/erddap/rss/EMSO-AZORES_TCM3-1_2021-2022.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=EMSO-AZORES_TCM3-1_2021-2022&showErrors=false&email=,,,"The TCM-3 Ocean Bottom Tilt Current Meter from Lowell Instruments LLC (North Falmouth, MA, USA) measures current using the drag-tilt principle. The logger is buoyant and is anchored to the bottom via a short flexible tether. Drag from moving water tilts the logger in the direction of flow. The logger's accelerometer and magnetometer channels are used to record the amount of tilt and direction of tilt (compass bearing). The array currentmeters are deployed near the Tour Eiffel, Monts\u00c3\u00a9gur and White Castle hydrothermal vent sites. The array is not connected to an energy node. The currentmeter's internal clocks are set to UTC time before deployment. Clock drift after recovery is not implemented in data but added as metadata in the file"
EMSO-AZORES_TCM3-2_2017-2018,public,"IPGP ;Ifremer, Institut Fran\u00e7ais de Recherche pour l'Exploitation de la Mer",table,TimeSeries,EDDTableFromErddap,EMSO Azores TCM3-2 Ocean Bottom Tilt Current Meter : 2017-2018,-32.27583,-32.27583,,37.28803,37.28803,,-1701.0,-1701.0,2017-07-20T13:46:37Z,2018-08-16T09:26:37Z,,,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_TCM3-2_2017-2018.subset,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_TCM3-2_2017-2018,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_TCM3-2_2017-2018.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/EMSO-AZORES_TCM3-2_2017-2018_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/EMSO-AZORES_TCM3-2_2017-2018_iso19115.xml,https://erddap.emso.eu/erddap/info/EMSO-AZORES_TCM3-2_2017-2018/index,(local files),https://wwz.ifremer.fr/,https://erddap.emso.eu/erddap/rss/EMSO-AZORES_TCM3-2_2017-2018.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=EMSO-AZORES_TCM3-2_2017-2018&showErrors=false&email=,,,"The TCM-3 Ocean Bottom Tilt Current Meter from Lowell Instruments LLC (North Falmouth, MA, USA) measures current using the drag-tilt principle. The logger is buoyant and is anchored to the bottom via a short flexible tether. Drag from moving water tilts the logger in the direction of flow. The logger's accelerometer and magnetometer channels are used to record the amount of tilt and direction of tilt (compass bearing). The array currentmeters are deployed near the Tour Eiffel, Monts\u00c3\u00a9gur and White Castle hydrothermal vent sites. The array is not connected to an energy node. The currentmeter's internal clocks are set to UTC time before deployment. Clock drift after recovery is not implemented in data but added as metadata in the file"
EMSO-AZORES_TCM3-2_2018-2019,public,"IPGP ;Ifremer, Institut Fran\u00e7ais de Recherche pour l'Exploitation de la Mer",table,TimeSeries,EDDTableFromErddap,EMSO Azores TCM3-2 Ocean Bottom Tilt Current Meter : 2018-2019,-32.27575,-32.27575,,37.2881,37.2881,,-1703.0,-1703.0,2018-08-16T12:20:17Z,2019-06-26T16:49:17Z,,,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_TCM3-2_2018-2019.subset,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_TCM3-2_2018-2019,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_TCM3-2_2018-2019.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/EMSO-AZORES_TCM3-2_2018-2019_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/EMSO-AZORES_TCM3-2_2018-2019_iso19115.xml,https://erddap.emso.eu/erddap/info/EMSO-AZORES_TCM3-2_2018-2019/index,(local files),https://wwz.ifremer.fr/,https://erddap.emso.eu/erddap/rss/EMSO-AZORES_TCM3-2_2018-2019.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=EMSO-AZORES_TCM3-2_2018-2019&showErrors=false&email=,,,"The TCM-3 Ocean Bottom Tilt Current Meter from Lowell Instruments LLC (North Falmouth, MA, USA) measures current using the drag-tilt principle. The logger is buoyant and is anchored to the bottom via a short flexible tether. Drag from moving water tilts the logger in the direction of flow. The logger's accelerometer and magnetometer channels are used to record the amount of tilt and direction of tilt (compass bearing). The array currentmeters are deployed near the Tour Eiffel, Monts\u00c3\u00a9gur and White Castle hydrothermal vent sites. The array is not connected to an energy node. The currentmeter's internal clocks are set to UTC time before deployment. Clock drift after recovery is not implemented in data but added as metadata in the file"
