DatasetID,Attribute Name,Variable Name,Data Type,Value
ArgoFloats,actual_range,date_update,['double'],"['1.523152396E9, 1.724651716E9']"
ArgoFloats,actual_range,latitude,['double'],"['-99.999, 89.97058333333334']"
ArgoFloats,actual_range,longitude,['double'],"['-179.99942, 180.0']"
ArgoFloats,actual_range,pres,['float'],"['-1.701412E38, 1.32701395E12']"
ArgoFloats,actual_range,pres_adjusted,['float'],"['-3276.8, 99996.8']"
ArgoFloats,actual_range,pres_adjusted_error,['float'],"['0.0, 100001.4']"
ArgoFloats,actual_range,psal,['float'],"['-1.701412E38, 9999.0']"
ArgoFloats,actual_range,psal_adjusted,['float'],"['-1.701412E38, 171521.4']"
ArgoFloats,actual_range,psal_adjusted_error,['float'],"['-99992.94, 8.499573E31']"
ArgoFloats,actual_range,reference_date_time,['double'],"['-6.31152E8, -6.31152E8']"
ArgoFloats,actual_range,temp,['float'],"['-160.168, 9999.0']"
ArgoFloats,actual_range,temp_adjusted,['float'],"['-9.0, 99.999']"
ArgoFloats,actual_range,temp_adjusted_error,['float'],"['0.0, 26.578']"
ArgoFloats,actual_range,time,['double'],"['8.7012158E8, 1.7983829E9']"
ArgoFloats,actual_range,time_location,['double'],"['-5.81172992E8, 1.798383866E9']"
ArgoFloats,axis,latitude,['String'],['Y']
ArgoFloats,axis,longitude,['String'],['X']
ArgoFloats,axis,pres,['String'],['Z']
ArgoFloats,axis,pres_adjusted,['String'],['Z']
ArgoFloats,axis,time,['String'],['T']
ArgoFloats,cdm_altitude_proxy,NC_GLOBAL,['String'],['pres']
ArgoFloats,cdm_data_type,NC_GLOBAL,['String'],['TrajectoryProfile']
ArgoFloats,cdm_profile_variables,NC_GLOBAL,['String'],"['cycle_number, data_type, format_version, handbook_version, reference_date_time, date_creation, date_update, direction, data_center, dc_reference, data_state_indicator, data_mode, firmware_version, wmo_inst_type, time, time_qc, time_location, latitude, longitude, position_qc, positioning_system, profile_pres_qc, profile_temp_qc, profile_psal_qc, vertical_sampling_scheme']"
ArgoFloats,cdm_trajectory_variables,NC_GLOBAL,['String'],"['platform_number, project_name, pi_name, platform_type, float_serial_no']"
ArgoFloats,cf_role,cycle_number,['String'],['profile_id']
ArgoFloats,cf_role,platform_number,['String'],['trajectory_id']
ArgoFloats,colorBarMaximum,chla_qc,['double'],['150.0']
ArgoFloats,colorBarMaximum,config_mission_number,['double'],['100.0']
ArgoFloats,colorBarMaximum,cycle_number,['double'],['200.0']
ArgoFloats,colorBarMaximum,direction,['double'],['360.0']
ArgoFloats,colorBarMaximum,doxy,['double'],['600.0']
ArgoFloats,colorBarMaximum,doxy_qc,['double'],['150.0']
ArgoFloats,colorBarMaximum,float_serial_no,['double'],['100.0']
ArgoFloats,colorBarMaximum,latitude,['double'],['90.0']
ArgoFloats,colorBarMaximum,longitude,['double'],['180.0']
ArgoFloats,colorBarMaximum,molar_doxy,['double'],['650.0']
ArgoFloats,colorBarMaximum,molar_doxy_qc,['double'],['150.0']
ArgoFloats,colorBarMaximum,nitrate_qc,['double'],['150.0']
ArgoFloats,colorBarMaximum,position_qc,['double'],['150.0']
ArgoFloats,colorBarMaximum,pres,['double'],['5000.0']
ArgoFloats,colorBarMaximum,pres_adjusted,['double'],['5000.0']
ArgoFloats,colorBarMaximum,pres_adjusted_error,['double'],['50.0']
ArgoFloats,colorBarMaximum,pres_adjusted_qc,['double'],['150.0']
ArgoFloats,colorBarMaximum,pres_qc,['double'],['150.0']
ArgoFloats,colorBarMaximum,profile_pres_qc,['double'],['150.0']
ArgoFloats,colorBarMaximum,profile_psal_qc,['double'],['150.0']
ArgoFloats,colorBarMaximum,profile_temp_qc,['double'],['150.0']
ArgoFloats,colorBarMaximum,psal,['double'],['37.0']
ArgoFloats,colorBarMaximum,psal_adjusted,['double'],['37.0']
ArgoFloats,colorBarMaximum,psal_adjusted_error,['double'],['1.0']
ArgoFloats,colorBarMaximum,psal_adjusted_qc,['double'],['150.0']
ArgoFloats,colorBarMaximum,psal_qc,['double'],['150.0']
ArgoFloats,colorBarMaximum,temp,['double'],['32.0']
ArgoFloats,colorBarMaximum,temp_adjusted,['double'],['32.0']
ArgoFloats,colorBarMaximum,temp_adjusted_error,['double'],['1.0']
ArgoFloats,colorBarMaximum,temp_adjusted_qc,['double'],['150.0']
ArgoFloats,colorBarMaximum,temp_doxy,['double'],['40.0']
ArgoFloats,colorBarMaximum,temp_doxy_qc,['double'],['150.0']
ArgoFloats,colorBarMaximum,temp_qc,['double'],['150.0']
ArgoFloats,colorBarMaximum,time_qc,['double'],['150.0']
ArgoFloats,colorBarMaximum,turbidity_qc,['double'],['150.0']
ArgoFloats,colorBarMinimum,chla_qc,['double'],['0.0']
ArgoFloats,colorBarMinimum,config_mission_number,['double'],['0.0']
ArgoFloats,colorBarMinimum,cycle_number,['double'],['0.0']
ArgoFloats,colorBarMinimum,direction,['double'],['0.0']
ArgoFloats,colorBarMinimum,doxy,['double'],['-5.0']
ArgoFloats,colorBarMinimum,doxy_qc,['double'],['0.0']
ArgoFloats,colorBarMinimum,float_serial_no,['double'],['0.0']
ArgoFloats,colorBarMinimum,latitude,['double'],['-90.0']
ArgoFloats,colorBarMinimum,longitude,['double'],['-180.0']
ArgoFloats,colorBarMinimum,molar_doxy,['double'],['0.0']
ArgoFloats,colorBarMinimum,molar_doxy_qc,['double'],['0.0']
ArgoFloats,colorBarMinimum,nitrate_qc,['double'],['0.0']
ArgoFloats,colorBarMinimum,position_qc,['double'],['0.0']
ArgoFloats,colorBarMinimum,pres,['double'],['0.0']
ArgoFloats,colorBarMinimum,pres_adjusted,['double'],['0.0']
ArgoFloats,colorBarMinimum,pres_adjusted_error,['double'],['0.0']
ArgoFloats,colorBarMinimum,pres_adjusted_qc,['double'],['0.0']
ArgoFloats,colorBarMinimum,pres_qc,['double'],['0.0']
ArgoFloats,colorBarMinimum,profile_pres_qc,['double'],['0.0']
ArgoFloats,colorBarMinimum,profile_psal_qc,['double'],['0.0']
ArgoFloats,colorBarMinimum,profile_temp_qc,['double'],['0.0']
ArgoFloats,colorBarMinimum,psal,['double'],['32.0']
ArgoFloats,colorBarMinimum,psal_adjusted,['double'],['32.0']
ArgoFloats,colorBarMinimum,psal_adjusted_error,['double'],['0.0']
ArgoFloats,colorBarMinimum,psal_adjusted_qc,['double'],['0.0']
ArgoFloats,colorBarMinimum,psal_qc,['double'],['0.0']
ArgoFloats,colorBarMinimum,temp,['double'],['0.0']
ArgoFloats,colorBarMinimum,temp_adjusted,['double'],['0.0']
ArgoFloats,colorBarMinimum,temp_adjusted_error,['double'],['0.0']
ArgoFloats,colorBarMinimum,temp_adjusted_qc,['double'],['0.0']
ArgoFloats,colorBarMinimum,temp_doxy,['double'],['-2.0']
ArgoFloats,colorBarMinimum,temp_doxy_qc,['double'],['0.0']
ArgoFloats,colorBarMinimum,temp_qc,['double'],['0.0']
ArgoFloats,colorBarMinimum,time_qc,['double'],['0.0']
ArgoFloats,colorBarMinimum,turbidity_qc,['double'],['0.0']
ArgoFloats,conventions,config_mission_number,['String'],"['1...N, 1 : first complete mission']"
ArgoFloats,conventions,cycle_number,['String'],"['0...N, 0 : launch cycle (if exists), 1 : first complete cycle']"
ArgoFloats,conventions,data_center,['String'],['Argo reference table 4']
ArgoFloats,conventions,data_mode,['String'],['R : real time; D : delayed mode; A : real time with adjustment']
ArgoFloats,conventions,data_state_indicator,['String'],['Argo reference table 6']
ArgoFloats,conventions,data_type,['String'],['Argo reference table 1']
ArgoFloats,conventions,dc_reference,['String'],['Data centre convention']
ArgoFloats,conventions,direction,['String'],"['A: ascending profiles, D: descending profiles']"
ArgoFloats,conventions,platform_number,['String'],['WMO float identifier : A9IIIII']
ArgoFloats,conventions,platform_type,['String'],['Argo reference table 23']
ArgoFloats,conventions,position_qc,['String'],['Argo reference table 2']
ArgoFloats,conventions,pres_adjusted_qc,['String'],['Argo reference table 2']
ArgoFloats,conventions,pres_qc,['String'],['Argo reference table 2']
ArgoFloats,conventions,profile_pres_qc,['String'],['Argo reference table 2a']
ArgoFloats,conventions,profile_psal_qc,['String'],['Argo reference table 2a']
ArgoFloats,conventions,profile_temp_qc,['String'],['Argo reference table 2a']
ArgoFloats,conventions,psal_adjusted_qc,['String'],['Argo reference table 2']
ArgoFloats,conventions,psal_qc,['String'],['Argo reference table 2']
ArgoFloats,conventions,temp_adjusted_qc,['String'],['Argo reference table 2']
ArgoFloats,conventions,temp_qc,['String'],['Argo reference table 2']
ArgoFloats,conventions,time_qc,['String'],['Argo reference table 2']
ArgoFloats,conventions,vertical_sampling_scheme,['String'],['Argo reference table 16']
ArgoFloats,conventions,wmo_inst_type,['String'],['Argo reference table 8']
ArgoFloats,creator_email,NC_GLOBAL,['String'],['support@argo.net']
ArgoFloats,creator_name,NC_GLOBAL,['String'],['Argo']
ArgoFloats,creator_url,NC_GLOBAL,['String'],['https://argo.ucsd.edu/']
ArgoFloats,defaultGraphQuery,NC_GLOBAL,['String'],['longitude%2Clatitude%2Ctemp&time>=now-2d&time<=now&pres>=0&pres<=5&.draw=markers&.marker=5|5&.color=0x000000&.colorBar=|||||&.bgColor=0xffccccff']
ArgoFloats,featureType,NC_GLOBAL,['String'],['TrajectoryProfile']
ArgoFloats,geospatial_lat_max,NC_GLOBAL,['double'],['89.97058333333334']
ArgoFloats,geospatial_lat_min,NC_GLOBAL,['double'],['-99.999']
ArgoFloats,geospatial_lat_units,NC_GLOBAL,['String'],['degrees_north']
ArgoFloats,geospatial_lon_max,NC_GLOBAL,['double'],['180.0']
ArgoFloats,geospatial_lon_min,NC_GLOBAL,['double'],['-179.99942']
ArgoFloats,geospatial_lon_units,NC_GLOBAL,['String'],['degrees_east']
ArgoFloats,infoUrl,NC_GLOBAL,['String'],['https://argo.ucsd.edu/']
ArgoFloats,institution,NC_GLOBAL,['String'],['Argo']
ArgoFloats,ioos_category,chla_qc,['String'],['Quality']
ArgoFloats,ioos_category,config_mission_number,['String'],['Statistics']
ArgoFloats,ioos_category,cycle_number,['String'],['Statistics']
ArgoFloats,ioos_category,data_center,['String'],['Unknown']
ArgoFloats,ioos_category,data_mode,['String'],['Time']
ArgoFloats,ioos_category,data_state_indicator,['String'],['Location']
ArgoFloats,ioos_category,data_type,['String'],['Unknown']
ArgoFloats,ioos_category,date_creation,['String'],['Time']
ArgoFloats,ioos_category,date_update,['String'],['Time']
ArgoFloats,ioos_category,dc_reference,['String'],['Identifier']
ArgoFloats,ioos_category,direction,['String'],['Currents']
ArgoFloats,ioos_category,doxy_qc,['String'],['Quality']
ArgoFloats,ioos_category,fileNumber,['String'],['Identifier']
ArgoFloats,ioos_category,firmware_version,['String'],['Unknown']
ArgoFloats,ioos_category,float_serial_no,['String'],['Statistics']
ArgoFloats,ioos_category,format_version,['String'],['Unknown']
ArgoFloats,ioos_category,handbook_version,['String'],['Unknown']
ArgoFloats,ioos_category,latitude,['String'],['Location']
ArgoFloats,ioos_category,longitude,['String'],['Location']
ArgoFloats,ioos_category,molar_doxy_qc,['String'],['Quality']
ArgoFloats,ioos_category,nitrate_qc,['String'],['Quality']
ArgoFloats,ioos_category,pi_name,['String'],['Identifier']
ArgoFloats,ioos_category,platform_number,['String'],['Identifier']
ArgoFloats,ioos_category,platform_type,['String'],['Unknown']
ArgoFloats,ioos_category,position_qc,['String'],['Quality']
ArgoFloats,ioos_category,positioning_system,['String'],['Unknown']
ArgoFloats,ioos_category,pres,['String'],['Sea Level']
ArgoFloats,ioos_category,pres_adjusted,['String'],['Sea Level']
ArgoFloats,ioos_category,pres_adjusted_error,['String'],['Statistics']
ArgoFloats,ioos_category,pres_adjusted_qc,['String'],['Quality']
ArgoFloats,ioos_category,pres_qc,['String'],['Quality']
ArgoFloats,ioos_category,profile_pres_qc,['String'],['Quality']
ArgoFloats,ioos_category,profile_psal_qc,['String'],['Quality']
ArgoFloats,ioos_category,profile_temp_qc,['String'],['Quality']
ArgoFloats,ioos_category,project_name,['String'],['Identifier']
ArgoFloats,ioos_category,psal,['String'],['Salinity']
ArgoFloats,ioos_category,psal_adjusted,['String'],['Salinity']
ArgoFloats,ioos_category,psal_adjusted_error,['String'],['Statistics']
ArgoFloats,ioos_category,psal_adjusted_qc,['String'],['Quality']
ArgoFloats,ioos_category,psal_qc,['String'],['Quality']
ArgoFloats,ioos_category,reference_date_time,['String'],['Time']
ArgoFloats,ioos_category,temp,['String'],['Temperature']
ArgoFloats,ioos_category,temp_adjusted,['String'],['Temperature']
ArgoFloats,ioos_category,temp_adjusted_error,['String'],['Statistics']
ArgoFloats,ioos_category,temp_adjusted_qc,['String'],['Quality']
ArgoFloats,ioos_category,temp_doxy_qc,['String'],['Quality']
ArgoFloats,ioos_category,temp_qc,['String'],['Quality']
ArgoFloats,ioos_category,time,['String'],['Time']
ArgoFloats,ioos_category,time_location,['String'],['Time']
ArgoFloats,ioos_category,time_qc,['String'],['Quality']
ArgoFloats,ioos_category,turbidity_qc,['String'],['Quality']
ArgoFloats,ioos_category,vertical_sampling_scheme,['String'],['Unknown']
ArgoFloats,ioos_category,wmo_inst_type,['String'],['Unknown']
ArgoFloats,keywords,NC_GLOBAL,['String'],"['adjusted, argo, array, assembly, best, centre, centres, charge, coded, CONFIG_MISSION_NUMBER, contains, coriolis, creation, currents, cycle, CYCLE_NUMBER, data, DATA_CENTRE, DATA_MODE, DATA_STATE_INDICATOR, DATA_TYPE, date, DATE_CREATION, DATE_UPDATE, day, days, DC_REFERENCE, degree, delayed, denoting, density, determined, direction, Earth Science > Oceans > Ocean Pressure > Water Pressure, Earth Science > Oceans > Ocean Temperature > Water Temperature, Earth Science > Oceans > Salinity/Density > Salinity, equals, error, estimate, file, firmware, FIRMWARE_VERSION, flag, float, FLOAT_SERIAL_NO, format, FORMAT_VERSION, gdac, geostrophic, global, handbook, HANDBOOK_VERSION, have, identifier, in-situ, instrument, investigator, its, its-90, JULD, JULD_LOCATION, JULD_QC, julian, latitude, level, longitude, missions, mode, name, number, ocean, oceanography, oceans, passed, performed, PI_NAME, PLATFORM_NUMBER, PLATFORM_TYPE, position, POSITION_QC, positioning, POSITIONING_SYSTEM, practical, pres, PRES_ADJUSTED, PRES_ADJUSTED_ERROR, PRES_ADJUSTED_QC, PRES_QC, pressure, principal, process, processing, profile, PROFILE_PRES_QC, PROFILE_PSAL_QC, PROFILE_TEMP_QC, profiles, project, PROJECT_NAME, psal, PSAL_ADJUSTED, PSAL_ADJUSTED_ERROR, PSAL_ADJUSTED_QC, PSAL_QC, quality, rdac, real, real time, real-time, realtime, reference, REFERENCE_DATE_TIME, regional, relative, salinity, sampling, scale, scheme, sea, sea level, sea-level, sea_water_practical_salinity, sea_water_pressure, sea_water_temperature, seawater, serial, situ, station, statistics, system, TEMP, TEMP_ADJUSTED, TEMP_ADJUSTED_ERROR, TEMP_ADJUSTED_QC, TEMP_QC, temperature, through, time, type, unique, update, values, version, vertical, VERTICAL_SAMPLING_SCHEME, water, WMO_INST_TYPE']"
ArgoFloats,keywords_vocabulary,NC_GLOBAL,['String'],['GCMD Science Keywords']
ArgoFloats,license,NC_GLOBAL,['String'],['falsestandard]']
ArgoFloats,long_name,config_mission_number,['String'],['Unique number denoting the missions performed by the float']
ArgoFloats,long_name,cycle_number,['String'],['Float cycle number']
ArgoFloats,long_name,data_center,['String'],['Data centre in charge of float data processing']
ArgoFloats,long_name,data_mode,['String'],['Delayed mode or real time data']
ArgoFloats,long_name,data_state_indicator,['String'],['Degree of processing the data have passed through']
ArgoFloats,long_name,data_type,['String'],['Data type']
ArgoFloats,long_name,date_creation,['String'],['Date of file creation']
ArgoFloats,long_name,date_update,['String'],['Date of update of this file']
ArgoFloats,long_name,dc_reference,['String'],['Station unique identifier in data centre']
ArgoFloats,long_name,direction,['String'],['Direction of the station profiles']
ArgoFloats,long_name,fileNumber,['String'],['File Number']
ArgoFloats,long_name,firmware_version,['String'],['Instrument firmware version']
ArgoFloats,long_name,float_serial_no,['String'],['Serial number of the float']
ArgoFloats,long_name,format_version,['String'],['File format version']
ArgoFloats,long_name,handbook_version,['String'],['Data handbook version']
ArgoFloats,long_name,latitude,['String'],"['Latitude of the station, best estimate']"
ArgoFloats,long_name,longitude,['String'],"['Longitude of the station, best estimate']"
ArgoFloats,long_name,pi_name,['String'],['Name of the principal investigator']
ArgoFloats,long_name,platform_number,['String'],['Float unique identifier']
ArgoFloats,long_name,platform_type,['String'],['Type of float']
ArgoFloats,long_name,position_qc,['String'],['Quality on position (latitude and longitude)']
ArgoFloats,long_name,positioning_system,['String'],['Positioning system']
ArgoFloats,long_name,pres,['String'],"['Sea water pressure, equals 0 at sea-level']"
ArgoFloats,long_name,pres_adjusted,['String'],"['Sea water pressure, equals 0 at sea-level']"
ArgoFloats,long_name,pres_adjusted_error,['String'],['Contains the error on the adjusted values as determined by the delayed mode QC process']
ArgoFloats,long_name,pres_adjusted_qc,['String'],['quality flag']
ArgoFloats,long_name,pres_qc,['String'],['quality flag']
ArgoFloats,long_name,profile_pres_qc,['String'],['Global quality flag of PRES profile']
ArgoFloats,long_name,profile_psal_qc,['String'],['Global quality flag of PSAL profile']
ArgoFloats,long_name,profile_temp_qc,['String'],['Global quality flag of TEMP profile']
ArgoFloats,long_name,project_name,['String'],['Name of the project']
ArgoFloats,long_name,psal,['String'],['Practical salinity']
ArgoFloats,long_name,psal_adjusted,['String'],['Practical salinity']
ArgoFloats,long_name,psal_adjusted_error,['String'],['Contains the error on the adjusted values as determined by the delayed mode QC process']
ArgoFloats,long_name,psal_adjusted_qc,['String'],['quality flag']
ArgoFloats,long_name,psal_qc,['String'],['quality flag']
ArgoFloats,long_name,reference_date_time,['String'],['Date of reference for Julian days']
ArgoFloats,long_name,temp,['String'],['Sea temperature in-situ ITS-90 scale']
ArgoFloats,long_name,temp_adjusted,['String'],['Sea temperature in-situ ITS-90 scale']
ArgoFloats,long_name,temp_adjusted_error,['String'],['Contains the error on the adjusted values as determined by the delayed mode QC process']
ArgoFloats,long_name,temp_adjusted_qc,['String'],['quality flag']
ArgoFloats,long_name,temp_qc,['String'],['quality flag']
ArgoFloats,long_name,time,['String'],['Julian day (UTC) of the station relative to REFERENCE_DATE_TIME']
ArgoFloats,long_name,time_location,['String'],['Julian day (UTC) of the location relative to REFERENCE_DATE_TIME']
ArgoFloats,long_name,time_qc,['String'],['Quality on date and time']
ArgoFloats,long_name,vertical_sampling_scheme,['String'],['Vertical sampling scheme']
ArgoFloats,long_name,wmo_inst_type,['String'],['Coded instrument type']
ArgoFloats,references,NC_GLOBAL,['String'],['http://www.argodatamgt.org/Documentation']
ArgoFloats,sdn_parameter_urn,chla,['String'],['SDN:P01::CPHLPR01']
ArgoFloats,sdn_parameter_urn,doxy,['String'],['SDN:P01::DOXMZZXX']
ArgoFloats,sdn_parameter_urn,molar_doxy,['String'],['SDN:P01::DOXYMMOP']
ArgoFloats,sdn_parameter_urn,nitrate,['String'],['SDN:P01::MDMAP005']
ArgoFloats,sdn_parameter_urn,pres,['String'],['SDN:P01::PRESPR01']
ArgoFloats,sdn_parameter_urn,psal,['String'],['SDN:P01::PSALST01']
ArgoFloats,sdn_parameter_urn,temp,['String'],['SDN:P01::TEMPST01']
ArgoFloats,sdn_parameter_urn,temp_doxy,['String'],['SDN:P01::OXYTAAOP']
ArgoFloats,sdn_parameter_urn,turbidity,['String'],['SDN:P01::TURBXXXX']
ArgoFloats,source,NC_GLOBAL,['String'],['Argo float']
ArgoFloats,sourceUrl,NC_GLOBAL,['String'],['(local files)']
ArgoFloats,standard_name,chla,['String'],['mass_concentration_of_chlorophyll_a_in_sea_water']
ArgoFloats,standard_name,doxy,['String'],['moles_of_oxygen_per_unit_mass_in_sea_water']
ArgoFloats,standard_name,latitude,['String'],['latitude']
ArgoFloats,standard_name,longitude,['String'],['longitude']
ArgoFloats,standard_name,molar_doxy,['String'],['mole_concentration_of_dissolved_molecular_oxygen_in_sea_water']
ArgoFloats,standard_name,nitrate,['String'],['moles_of_nitrate_per_unit_mass_in_sea_water']
ArgoFloats,standard_name,pres,['String'],['sea_water_pressure']
ArgoFloats,standard_name,pres_adjusted,['String'],['sea_water_pressure']
ArgoFloats,standard_name,psal,['String'],['sea_water_practical_salinity']
ArgoFloats,standard_name,psal_adjusted,['String'],['sea_water_practical_salinity']
ArgoFloats,standard_name,temp,['String'],['sea_water_temperature']
ArgoFloats,standard_name,temp_adjusted,['String'],['sea_water_temperature']
ArgoFloats,standard_name,temp_doxy,['String'],['temperature_of_sensor_for_oxygen_in_sea_water']
ArgoFloats,standard_name,time,['String'],['time']
ArgoFloats,standard_name,time_location,['String'],['time']
ArgoFloats,standard_name,turbidity,['String'],['sea_water_turbidity']
ArgoFloats,standard_name_vocabulary,NC_GLOBAL,['String'],['CF Standard Name Table v29']
ArgoFloats,summary,NC_GLOBAL,['String'],"['Argo float vertical profiles from Coriolis Global Data Assembly Centres\\n(GDAC). Argo is an international collaboration that collects high-quality\\ntemperature and salinity profiles from the upper 2000m of the ice-free\\nglobal ocean and currents from intermediate depths. The data come from\\nbattery-powered autonomous floats that spend most of their life drifting\\nat depth where they are stabilised by being neutrally buoyant at the\\n""parking depth"" pressure by having a density equal to the ambient pressure\\nand a compressibility that is less than that of sea water. At present there\\nare several models of profiling float used in Argo. All work in a similar\\nfashion but differ somewhat in their design characteristics. At typically\\n10-day intervals, the floats pump fluid into an external bladder and rise\\nto the surface over about 6 hours while measuring temperature and salinity.\\nSatellites or GPS determine the position of the floats when they surface,\\nand the floats transmit their data to the satellites. The bladder then\\ndeflates and the float returns to its original density and sinks to drift\\nuntil the cycle is repeated. Floats are designed to make about 150 such\\ncycles.\\nData Management URL: http://www.argodatamgt.org/Documentation']"
ArgoFloats,time_coverage_end,NC_GLOBAL,['String'],['2026-12-27T14:48:20Z']
ArgoFloats,time_coverage_start,NC_GLOBAL,['String'],['1997-07-28T20:26:20Z']
ArgoFloats,time_origin,date_creation,['String'],['01-JAN-1970 00:00:00']
ArgoFloats,time_origin,date_update,['String'],['01-JAN-1970 00:00:00']
ArgoFloats,time_origin,reference_date_time,['String'],['01-JAN-1970 00:00:00']
ArgoFloats,time_origin,time,['String'],['01-JAN-1970 00:00:00']
ArgoFloats,time_origin,time_location,['String'],['01-JAN-1970 00:00:00']
ArgoFloats,title,NC_GLOBAL,['String'],['Argo Float Measurements']
ArgoFloats,units,chla,['String'],['mg/m3']
ArgoFloats,units,date_creation,['String'],['seconds since 1970-01-01T00:00:00Z']
ArgoFloats,units,date_update,['String'],['seconds since 1970-01-01T00:00:00Z']
ArgoFloats,units,doxy,['String'],['micromole/kg']
ArgoFloats,units,latitude,['String'],['degrees_north']
ArgoFloats,units,longitude,['String'],['degrees_east']
ArgoFloats,units,molar_doxy,['String'],['micromole/l']
ArgoFloats,units,nitrate,['String'],['micromole/kg']
ArgoFloats,units,pres,['String'],['decibar']
ArgoFloats,units,pres_adjusted,['String'],['decibar']
ArgoFloats,units,pres_adjusted_error,['String'],['decibar']
ArgoFloats,units,psal,['String'],['PSU']
ArgoFloats,units,psal_adjusted,['String'],['PSU']
ArgoFloats,units,psal_adjusted_error,['String'],['psu']
ArgoFloats,units,reference_date_time,['String'],['seconds since 1970-01-01T00:00:00Z']
ArgoFloats,units,temp,['String'],['degree_Celsius']
ArgoFloats,units,temp_adjusted,['String'],['degree_Celsius']
ArgoFloats,units,temp_adjusted_error,['String'],['degree_Celsius']
ArgoFloats,units,temp_doxy,['String'],['degree_Celsius']
ArgoFloats,units,time,['String'],['seconds since 1970-01-01T00:00:00Z']
ArgoFloats,units,time_location,['String'],['seconds since 1970-01-01T00:00:00Z']
ArgoFloats,units,turbidity,['String'],['ntu']
ArgoFloats,user_manual_version,NC_GLOBAL,['String'],['3.1']
ArgoFloats,valid_max,latitude,['double'],['90.0']
ArgoFloats,valid_max,longitude,['double'],['180.0']
ArgoFloats,valid_max,pres,['float'],['12000.0']
ArgoFloats,valid_max,pres_adjusted,['float'],['12000.0']
ArgoFloats,valid_max,psal,['float'],['41.0']
ArgoFloats,valid_max,psal_adjusted,['float'],['41.0']
ArgoFloats,valid_max,temp,['float'],['40.0']
ArgoFloats,valid_max,temp_adjusted,['float'],['40.0']
ArgoFloats,valid_min,latitude,['double'],['-90.0']
ArgoFloats,valid_min,longitude,['double'],['-180.0']
ArgoFloats,valid_min,pres,['float'],['0.0']
ArgoFloats,valid_min,pres_adjusted,['float'],['0.0']
ArgoFloats,valid_min,psal,['float'],['2.0']
ArgoFloats,valid_min,psal_adjusted,['float'],['2.0']
ArgoFloats,valid_min,temp,['float'],['-2.5']
ArgoFloats,valid_min,temp_adjusted,['float'],['-2.5']
ArgoFloats-index,Conventions,NC_GLOBAL,['String'],"['COARDS, CF-1.6, ACDD-1.3']"
