DatasetID,Attribute Name,Variable Name,Data Type,Value
BB_505_ADCP,sdn_uom_urn,ECI_B4,['String'],['SDN:P06::UCNT']
BB_505_ADCP,sdn_uom_urn,TEMP,['String'],['SDN:P06::UPAA']
BB_505_ADCP,sdn_uom_urn,UVEL_ADCP,['String'],['SDN:P06::UVAA']
BB_505_ADCP,sdn_uom_urn,VVEL_ADCP,['String'],['SDN:P06::UVAA']
BB_505_ADCP,sdn_uom_urn,WVEL_ADCP,['String'],['SDN:P06::UVAA']
BB_505_ADCP,sdn_uom_urn,depth,['String'],['SDN:P06::ULAA']
BB_505_ADCP,sdn_uom_urn,latitude,['String'],['SDN:P06::DEGN']
BB_505_ADCP,sdn_uom_urn,longitude,['String'],['SDN:P06::DEGE']
BB_505_ADCP,sdn_uom_urn,station_id,['String'],['SDN:P06::UVAA']
BB_505_ADCP,sdn_uom_urn,time,['String'],['SDN:P06::UTAA']
BB_505_ADCP,sensor_SeaVoX_L22_code,ECI_B1,['String'],['SDN:L22::TOOL0295']
BB_505_ADCP,sensor_SeaVoX_L22_code,ECI_B2,['String'],['SDN:L22::TOOL0295']
BB_505_ADCP,sensor_SeaVoX_L22_code,ECI_B3,['String'],['SDN:L22::TOOL0295']
BB_505_ADCP,sensor_SeaVoX_L22_code,ECI_B4,['String'],['SDN:L22::TOOL0295']
BB_505_ADCP,sensor_SeaVoX_L22_code,TEMP,['String'],['SDN:L22::TOOL0295']
BB_505_ADCP,sensor_SeaVoX_L22_code,UVEL_ADCP,['String'],['SDN:L22::TOOL0295']
BB_505_ADCP,sensor_SeaVoX_L22_code,VVEL_ADCP,['String'],['SDN:L22::TOOL0295']
BB_505_ADCP,sensor_SeaVoX_L22_code,WVEL_ADCP,['String'],['SDN:L22::TOOL0295']
BB_505_ADCP,sensor_SeaVoX_L22_code,station_id,['String'],['SDN:L22::TOOL0295']
BB_505_ADCP,sensor_manufacturer,ECI_B1,['String'],['Teledyne RD Instruments']
BB_505_ADCP,sensor_manufacturer,ECI_B2,['String'],['Teledyne RD Instruments']
BB_505_ADCP,sensor_manufacturer,ECI_B3,['String'],['Teledyne RD Instruments']
BB_505_ADCP,sensor_manufacturer,ECI_B4,['String'],['Teledyne RD Instruments']
BB_505_ADCP,sensor_manufacturer,TEMP,['String'],['Teledyne RD Instruments']
BB_505_ADCP,sensor_manufacturer,UVEL_ADCP,['String'],['Teledyne RD Instruments']
BB_505_ADCP,sensor_manufacturer,VVEL_ADCP,['String'],['Teledyne RD Instruments']
BB_505_ADCP,sensor_manufacturer,WVEL_ADCP,['String'],['Teledyne RD Instruments']
BB_505_ADCP,sensor_manufacturer,station_id,['String'],['Teledyne RD Instruments']
BB_505_ADCP,sensor_manufacturer_uri,ECI_B1,['String'],['https://vocab.nerc.ac.uk/collection/L35/current/MAN0010/']
BB_505_ADCP,sensor_manufacturer_uri,ECI_B2,['String'],['https://vocab.nerc.ac.uk/collection/L35/current/MAN0010/']
BB_505_ADCP,sensor_manufacturer_uri,ECI_B3,['String'],['https://vocab.nerc.ac.uk/collection/L35/current/MAN0010/']
BB_505_ADCP,sensor_manufacturer_uri,ECI_B4,['String'],['https://vocab.nerc.ac.uk/collection/L35/current/MAN0010/']
BB_505_ADCP,sensor_manufacturer_uri,TEMP,['String'],['https://vocab.nerc.ac.uk/collection/L35/current/MAN0010/']
BB_505_ADCP,sensor_manufacturer_uri,UVEL_ADCP,['String'],['https://vocab.nerc.ac.uk/collection/L35/current/MAN0010/']
BB_505_ADCP,sensor_manufacturer_uri,VVEL_ADCP,['String'],['https://vocab.nerc.ac.uk/collection/L35/current/MAN0010/']
BB_505_ADCP,sensor_manufacturer_uri,WVEL_ADCP,['String'],['https://vocab.nerc.ac.uk/collection/L35/current/MAN0010/']
BB_505_ADCP,sensor_manufacturer_uri,station_id,['String'],['https://vocab.nerc.ac.uk/collection/L35/current/MAN0010/']
BB_505_ADCP,sensor_manufacturer_urn,ECI_B1,['String'],['SDN:L35::MAN0010']
BB_505_ADCP,sensor_manufacturer_urn,ECI_B2,['String'],['SDN:L35::MAN0010']
BB_505_ADCP,sensor_manufacturer_urn,ECI_B3,['String'],['SDN:L35::MAN0010']
BB_505_ADCP,sensor_manufacturer_urn,ECI_B4,['String'],['SDN:L35::MAN0010']
BB_505_ADCP,sensor_manufacturer_urn,TEMP,['String'],['SDN:L35::MAN0010']
BB_505_ADCP,sensor_manufacturer_urn,UVEL_ADCP,['String'],['SDN:L35::MAN0010']
BB_505_ADCP,sensor_manufacturer_urn,VVEL_ADCP,['String'],['SDN:L35::MAN0010']
BB_505_ADCP,sensor_manufacturer_urn,WVEL_ADCP,['String'],['SDN:L35::MAN0010']
BB_505_ADCP,sensor_manufacturer_urn,station_id,['String'],['SDN:L35::MAN0010']
BB_505_ADCP,sensor_model,ECI_B1,['String'],['Teledyne RDI Workhorse Sentinel-300 ADCP']
BB_505_ADCP,sensor_model,ECI_B2,['String'],['Teledyne RDI Workhorse Sentinel-300 ADCP']
BB_505_ADCP,sensor_model,ECI_B3,['String'],['Teledyne RDI Workhorse Sentinel-300 ADCP']
BB_505_ADCP,sensor_model,ECI_B4,['String'],['Teledyne RDI Workhorse Sentinel-300 ADCP']
BB_505_ADCP,sensor_model,TEMP,['String'],['Teledyne RDI Workhorse Sentinel-300 ADCP']
BB_505_ADCP,sensor_model,UVEL_ADCP,['String'],['Teledyne RDI Workhorse Sentinel-300 ADCP']
BB_505_ADCP,sensor_model,VVEL_ADCP,['String'],['Teledyne RDI Workhorse Sentinel-300 ADCP']
BB_505_ADCP,sensor_model,WVEL_ADCP,['String'],['Teledyne RDI Workhorse Sentinel-300 ADCP']
BB_505_ADCP,sensor_model,station_id,['String'],['Teledyne RDI Workhorse Sentinel-300 ADCP']
BB_505_ADCP,sensor_mount,ECI_B1,['String'],['mounted_on_mooring_line']
BB_505_ADCP,sensor_mount,ECI_B2,['String'],['mounted_on_mooring_line']
BB_505_ADCP,sensor_mount,ECI_B3,['String'],['mounted_on_mooring_line']
BB_505_ADCP,sensor_mount,ECI_B4,['String'],['mounted_on_mooring_line']
BB_505_ADCP,sensor_mount,TEMP,['String'],['mounted_on_moored_profiler']
BB_505_ADCP,sensor_mount,UVEL_ADCP,['String'],['mounted_on_mooring_line']
BB_505_ADCP,sensor_mount,VVEL_ADCP,['String'],['mounted_on_mooring_line']
BB_505_ADCP,sensor_mount,WVEL_ADCP,['String'],['mounted_on_mooring_line']
BB_505_ADCP,sensor_mount,station_id,['String'],['mounted_on_mooring_line']
BB_505_ADCP,sensor_orientation,ECI_B1,['String'],['downward']
BB_505_ADCP,sensor_orientation,ECI_B2,['String'],['downward']
BB_505_ADCP,sensor_orientation,ECI_B3,['String'],['downward']
BB_505_ADCP,sensor_orientation,ECI_B4,['String'],['downward']
BB_505_ADCP,sensor_orientation,TEMP,['String'],['downward']
BB_505_ADCP,sensor_orientation,UVEL_ADCP,['String'],['downward']
BB_505_ADCP,sensor_orientation,VVEL_ADCP,['String'],['downward']
BB_505_ADCP,sensor_orientation,WVEL_ADCP,['String'],['downward']
BB_505_ADCP,sensor_orientation,station_id,['String'],['downward']
BB_505_ADCP,sensor_reference,ECI_B1,['String'],['https://vocab.nerc.ac.uk/collection/L22/current/TOOL0295/']
BB_505_ADCP,sensor_reference,ECI_B2,['String'],['https://vocab.nerc.ac.uk/collection/L22/current/TOOL0295/']
BB_505_ADCP,sensor_reference,ECI_B3,['String'],['https://vocab.nerc.ac.uk/collection/L22/current/TOOL0295/']
BB_505_ADCP,sensor_reference,ECI_B4,['String'],['https://vocab.nerc.ac.uk/collection/L22/current/TOOL0295/']
BB_505_ADCP,sensor_reference,TEMP,['String'],['https://vocab.nerc.ac.uk/collection/L22/current/TOOL0295/']
BB_505_ADCP,sensor_reference,UVEL_ADCP,['String'],['https://vocab.nerc.ac.uk/collection/L22/current/TOOL0295/']
BB_505_ADCP,sensor_reference,VVEL_ADCP,['String'],['https://vocab.nerc.ac.uk/collection/L22/current/TOOL0295/']
BB_505_ADCP,sensor_reference,WVEL_ADCP,['String'],['https://vocab.nerc.ac.uk/collection/L22/current/TOOL0295/']
BB_505_ADCP,sensor_reference,station_id,['String'],['https://vocab.nerc.ac.uk/collection/L22/current/TOOL0295/']
BB_505_ADCP,sensor_serial_number,ECI_B1,['String'],['1805 6422 1465 17316 17315 24706']
BB_505_ADCP,sensor_serial_number,ECI_B2,['String'],['1805 6422 1465 17316 17315 24706']
BB_505_ADCP,sensor_serial_number,ECI_B3,['String'],['1805 6422 1465 17316 17315 24706']
BB_505_ADCP,sensor_serial_number,ECI_B4,['String'],['1805 6422 1465 17316 17315 24706']
BB_505_ADCP,sensor_serial_number,TEMP,['String'],['1805 6422 1465 17316 17315 24706']
BB_505_ADCP,sensor_serial_number,UVEL_ADCP,['String'],['1805 6422 1465 17316 17315 24706']
BB_505_ADCP,sensor_serial_number,VVEL_ADCP,['String'],['1805 6422 1465 17316 17315 24706']
BB_505_ADCP,sensor_serial_number,WVEL_ADCP,['String'],['1805 6422 1465 17316 17315 24706']
BB_505_ADCP,sensor_serial_number,station_id,['String'],['1805 6422 1465 17316 17315 24706']
BB_505_ADCP,site_code,NC_GLOBAL,['String'],['BB']
BB_505_ADCP,source,NC_GLOBAL,['String'],['mooring']
BB_505_ADCP,sourceUrl,NC_GLOBAL,['String'],['(local files)']
BB_505_ADCP,standard_name,ECI_B1,['String'],['acoustic_signal_roundtrip_travel_time_in_sea_water']
BB_505_ADCP,standard_name,ECI_B2,['String'],['acoustic_signal_roundtrip_travel_time_in_sea_water']
BB_505_ADCP,standard_name,ECI_B3,['String'],['acoustic_signal_roundtrip_travel_time_in_sea_water']
BB_505_ADCP,standard_name,ECI_B4,['String'],['acoustic_signal_roundtrip_travel_time_in_sea_water']
BB_505_ADCP,standard_name,TEMP,['String'],['sea_water_temperature']
BB_505_ADCP,standard_name,UVEL_ADCP,['String'],['eastward_sea_water_velocity']
BB_505_ADCP,standard_name,VVEL_ADCP,['String'],['northward_sea_water_velocity']
BB_505_ADCP,standard_name,WVEL_ADCP,['String'],['upward_sea_water_velocity']
BB_505_ADCP,standard_name,depth,['String'],['depth']
BB_505_ADCP,standard_name,latitude,['String'],['latitude']
BB_505_ADCP,standard_name,longitude,['String'],['longitude']
BB_505_ADCP,standard_name,station_id,['String'],['sea_water_speed']
BB_505_ADCP,standard_name,time,['String'],['time']
BB_505_ADCP,standard_name_vocabulary,NC_GLOBAL,['String'],['EMSO-SA BB mooring']
BB_505_ADCP,summary,NC_GLOBAL,['String'],"['Oceanographic mooring data from deployment of BB mooring at the Southern Adriatic Sea (Mediterranean Sea). Mesured properties: sea-water temperature, currents along the water column']"
BB_505_ADCP,time_coverage_end,NC_GLOBAL,['String'],['2023-10-01T00:00:00Z']
BB_505_ADCP,time_coverage_start,NC_GLOBAL,['String'],['2012-03-07T00:00:00Z']
BB_505_ADCP,time_origin,time,['String'],['01-JAN-1970 00:00:00']
BB_505_ADCP,title,NC_GLOBAL,['String'],['EMSO-SA BB 505 ADCP']
BB_505_ADCP,units,ECI_B1,['String'],['Counts']
BB_505_ADCP,units,ECI_B2,['String'],['Counts']
BB_505_ADCP,units,ECI_B3,['String'],['Counts']
BB_505_ADCP,units,ECI_B4,['String'],['Counts']
BB_505_ADCP,units,TEMP,['String'],['Degrees Celsius']
BB_505_ADCP,units,UVEL_ADCP,['String'],['Metres per second']
BB_505_ADCP,units,VVEL_ADCP,['String'],['Metres per second']
BB_505_ADCP,units,WVEL_ADCP,['String'],['Metres per second']
BB_505_ADCP,units,depth,['String'],['m']
BB_505_ADCP,units,latitude,['String'],['degrees_north']
