DatasetID,Property,Count,Types,Example,UniqueValues
EMSO-AZORES_EGIM_Precise-Pressure_2017-2018,time (UTC),289944,object,2017-07-12T16:50:00Z,set()
EMSO-AZORES_EGIM_Precise-Pressure_2017-2018,TIME_QC,289944,int64,1,{1}
EMSO-AZORES_EGIM_Precise-Pressure_2017-2018,latitude (degrees_north),289944,float64,37.30134,{37.30134}
EMSO-AZORES_EGIM_Precise-Pressure_2017-2018,longitude (degrees_east),289944,float64,-32.27562,{-32.27562}
EMSO-AZORES_EGIM_Precise-Pressure_2017-2018,depth (m),289944,float64,1700.0,{1700.0}
EMSO-AZORES_EGIM_Precise-Pressure_2017-2018,DEPH_QC,289944,int64,7,{7}
EMSO-AZORES_EGIM_Precise-Pressure_2017-2018,TEMP (degree_C),289944,float64,27.8751,set()
EMSO-AZORES_EGIM_Precise-Pressure_2017-2018,TEMP_QC,289944,int64,1,{1}
EMSO-AZORES_EGIM_Precise-Pressure_2017-2018,PRES (dbar),289944,float64,747.9172,set()
EMSO-AZORES_EGIM_Precise-Pressure_2017-2018,PRES_QC,289944,int64,7,{7}
EMSO-AZORES_EGIM_Optode-O2_2017-2018,time (UTC),38657,object,2017-07-12T16:45:00Z,set()
EMSO-AZORES_EGIM_Optode-O2_2017-2018,TIME_QC,38657,int64,1,{1}
EMSO-AZORES_EGIM_Optode-O2_2017-2018,latitude (degrees_north),38657,float64,37.30134,{37.30134}
EMSO-AZORES_EGIM_Optode-O2_2017-2018,longitude (degrees_east),38657,float64,-32.27562,{-32.27562}
EMSO-AZORES_EGIM_Optode-O2_2017-2018,depth (m),38657,float64,1700.0,{1700.0}
EMSO-AZORES_EGIM_Optode-O2_2017-2018,DEPH_QC,38657,int64,7,{7}
EMSO-AZORES_EGIM_Optode-O2_2017-2018,OSAT (percent),38657,float64,97.967,set()
EMSO-AZORES_EGIM_Optode-O2_2017-2018,OSAT_QC,38657,int64,1,{1}
EMSO-AZORES_EGIM_Optode-O2_2017-2018,TEMP (degree_C),38657,float64,29.026,set()
EMSO-AZORES_EGIM_Optode-O2_2017-2018,TEMP_QC,38657,int64,1,{1}
EMSO-AZORES_EGIM_Optode-O2_2017-2018,DOXY (umol/l),38657,float64,235.06,set()
EMSO-AZORES_EGIM_Optode-O2_2017-2018,DOXY_QC,38657,int64,1,{1}
EMSO-AZORES_EGIM_Turbidity_2017-2018,time (UTC),25469,object,2017-07-12T16:45:00Z,set()
EMSO-AZORES_EGIM_Turbidity_2017-2018,TIME_QC,25469,int64,1,{1}
EMSO-AZORES_EGIM_Turbidity_2017-2018,latitude (degrees_north),25469,float64,37.30134,{37.30134}
EMSO-AZORES_EGIM_Turbidity_2017-2018,longitude (degrees_east),25469,float64,-32.27562,{-32.27562}
EMSO-AZORES_EGIM_Turbidity_2017-2018,depth (m),25469,float64,1700.0,{1700.0}
EMSO-AZORES_EGIM_Turbidity_2017-2018,DEPH_QC,25469,int64,7,{7}
EMSO-AZORES_EGIM_Turbidity_2017-2018,TUR4 (NTU),25469,float64,294.0,set()
EMSO-AZORES_EGIM_Turbidity_2017-2018,TUR4_QC,25469,int64,1,{1}
