# Title : Bio-Trajectory directory file of the Argo Global Data Assembly Center
# Description : The directory file describes all bio-trajectory files of the argo GDAC ftp site.
# Project : ARGO
# Format version : 2.2
# Date of update : 20240801083233
# FTP root number 1 : ftp://ftp.ifremer.fr/ifremer/argo/dac
# FTP root number 2 : ftp://usgodae.org/pub/outgoing/argo/dac
# GDAC node : CORIOLIS
file,latitude_max,latitude_min,longitude_max,longitude_min,profiler_type,institution,parameters,date_update
bodc/6904186/6904186_BRtraj.nc,,,,,836,BO,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY RAW_DOWNWELLING_IRRADIANCE380 RAW_DOWNWELLING_IRRADIANCE412 RAW_DOWNWELLING_IRRADIANCE490 RAW_DOWNWELLING_PAR DOWN_IRRADIANCE380 DOWN_IRRADIANCE412 DOWN_IRRADIANCE490 DOWNWELLING_PAR VRS_PH PH_IN_SITU_FREE PH_IN_SITU_TOTAL FLUORESCENCE_CHLA BETA_BACKSCATTERING700 FLUORESCENCE_CDOM CHLA BBP700 CDOM TEMP_NITRATE TEMP_SPECTROPHOTOMETER_NITRATE HUMIDITY_NITRATE UV_INTENSITY_DARK_NITRATE UV_INTENSITY_DARK_NITRATE_STD FIT_ERROR_NITRATE UV_INTENSITY_NITRATE NITRATE PPOX_DOXY,20231109134058
bodc/6904187/6904187_BRtraj.nc,,,,,836,BO,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY RAW_DOWNWELLING_IRRADIANCE380 RAW_DOWNWELLING_IRRADIANCE412 RAW_DOWNWELLING_IRRADIANCE490 RAW_DOWNWELLING_PAR DOWN_IRRADIANCE380 DOWN_IRRADIANCE412 DOWN_IRRADIANCE490 DOWNWELLING_PAR VRS_PH PH_IN_SITU_FREE PH_IN_SITU_TOTAL FLUORESCENCE_CHLA BETA_BACKSCATTERING700 FLUORESCENCE_CDOM CHLA BBP700 CDOM TEMP_NITRATE TEMP_SPECTROPHOTOMETER_NITRATE HUMIDITY_NITRATE UV_INTENSITY_DARK_NITRATE UV_INTENSITY_DARK_NITRATE_STD FIT_ERROR_NITRATE UV_INTENSITY_NITRATE NITRATE PPOX_DOXY,20240109072515
bodc/6904188/6904188_BRtraj.nc,,,,,836,BO,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY RAW_DOWNWELLING_IRRADIANCE380 RAW_DOWNWELLING_IRRADIANCE412 RAW_DOWNWELLING_IRRADIANCE490 RAW_DOWNWELLING_PAR DOWN_IRRADIANCE380 DOWN_IRRADIANCE412 DOWN_IRRADIANCE490 DOWNWELLING_PAR VRS_PH PH_IN_SITU_FREE PH_IN_SITU_TOTAL FLUORESCENCE_CHLA BETA_BACKSCATTERING700 FLUORESCENCE_CDOM CHLA BBP700 CDOM TEMP_NITRATE TEMP_SPECTROPHOTOMETER_NITRATE HUMIDITY_NITRATE UV_INTENSITY_DARK_NITRATE UV_INTENSITY_DARK_NITRATE_STD FIT_ERROR_NITRATE UV_INTENSITY_NITRATE NITRATE PPOX_DOXY,20240110012620
bodc/6904189/6904189_BRtraj.nc,,,,,836,BO,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY RAW_DOWNWELLING_IRRADIANCE380 RAW_DOWNWELLING_IRRADIANCE412 RAW_DOWNWELLING_IRRADIANCE490 RAW_DOWNWELLING_PAR DOWN_IRRADIANCE380 DOWN_IRRADIANCE412 DOWN_IRRADIANCE490 DOWNWELLING_PAR VRS_PH PH_IN_SITU_FREE PH_IN_SITU_TOTAL FLUORESCENCE_CHLA BETA_BACKSCATTERING700 FLUORESCENCE_CDOM CHLA BBP700 CDOM TEMP_NITRATE TEMP_SPECTROPHOTOMETER_NITRATE HUMIDITY_NITRATE UV_INTENSITY_DARK_NITRATE UV_INTENSITY_DARK_NITRATE_STD FIT_ERROR_NITRATE UV_INTENSITY_NITRATE NITRATE PPOX_DOXY,20240110013018
csio/2902746/2902746_BRtraj.nc,22.546,17.634,146.097,138.261,841,HZ,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20220103080112
csio/2902747/2902747_BRtraj.nc,25.905,20.977,146.534,137.305,841,HZ,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20210913113948
csio/2902748/2902748_BRtraj.nc,35.762,28.338,154.617,144.811,841,HZ,PRES CHLA BBP700,20210524070056
csio/2902753/2902753_BRtraj.nc,20.259,15.868,131.449,122.653,841,HZ,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY CHLA BBP700 CDOM TEMP_NITRATE NITRATE VRS_PH PH_IN_SITU_FREE PH_IN_SITU_TOTAL,20201217080318
csio/2902754/2902754_BRtraj.nc,36.533,0.000,152.334,0.000,841,HZ,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY CHLA BBP700 CDOM TEMP_NITRATE NITRATE,20240222040505
csio/2902755/2902755_BRtraj.nc,43.961,35.025,179.977,-179.988,841,HZ,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY CHLA BBP700 CDOM TEMP_NITRATE NITRATE,20230814010431
csio/2902756/2902756_BRtraj.nc,23.104,19.898,137.877,128.233,841,HZ,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY CHLA BBP700 CDOM TEMP_NITRATE NITRATE VRS_PH PH_IN_SITU_FREE PH_IN_SITU_TOTAL,20201202080543
csio/2902757/2902757_BRtraj.nc,18.154,14.879,131.565,124.298,870,HZ,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20230616020039
csio/2902758/2902758_BRtraj.nc,19.840,15.895,91.111,87.099,870,HZ,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20230616020049
csio/2902762/2902762_BRtraj.nc,14.039,11.217,147.735,141.130,863,HZ,PRES PHASE_DELAY_DOXY TEMP_VOLTAGE_DOXY TEMP_DOXY DOXY,20220425160144
csio/2902764/2902764_BRtraj.nc,6.011,2.196,90.941,85.422,841,HZ,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20240726040243
csio/2902822/2902822_BRtraj.nc,22.813,19.651,162.983,154.169,841,HZ,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY CHLA BBP700 CDOM TEMP_NITRATE NITRATE,20220816041540
csio/2902823/2902823_BRtraj.nc,13.513,11.029,155.539,132.847,841,HZ,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY CHLA BBP700 CDOM TEMP_NITRATE NITRATE,20220804040411
csio/2902824/2902824_BRtraj.nc,13.858,11.983,158.928,149.997,841,HZ,PRES CHLA BBP700 CDOM,20230607160249
csio/2902825/2902825_BRtraj.nc,-38.592,-48.075,-29.247,-47.848,841,HZ,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20240724070336
csio/2902826/2902826_BRtraj.nc,-41.674,-47.162,-19.541,-47.079,841,HZ,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20240724070415
csio/2902827/2902827_BRtraj.nc,-43.942,-47.970,-2.502,-47.453,841,HZ,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20240724070454
csio/2902829/2902829_BRtraj.nc,-34.472,-47.739,-36.813,-54.663,841,HZ,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20240724070533
csio/2902830/2902830_BRtraj.nc,-41.630,-49.397,-32.902,-52.437,841,HZ,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20240724070612
csio/2902831/2902831_BRtraj.nc,-43.000,-48.834,-15.992,-48.192,841,HZ,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20240724070652
csio/2902832/2902832_BRtraj.nc,-41.868,-49.793,21.098,-53.878,841,HZ,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20240724070730
csio/2902833/2902833_BRtraj.nc,-42.937,-50.033,8.864,-47.363,841,HZ,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20240724070809
csio/2902834/2902834_BRtraj.nc,-41.889,-47.621,-37.077,-46.867,841,HZ,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20240724070848
csio/2902835/2902835_BRtraj.nc,-40.727,-47.552,-35.162,-48.792,841,HZ,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20240724070927
csio/2902836/2902836_BRtraj.nc,-42.070,-47.931,-36.951,-47.196,841,HZ,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20240310030639
csio/2902857/2902857_BRtraj.nc,45.797,42.380,160.890,152.000,841,HZ,PRES CHLA BBP700 CDOM,20230310160211
csio/2902878/2902878_BRtraj.nc,41.233,33.511,161.358,144.048,834,HZ,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY FLUORESCENCE_CHLA BETA_BACKSCATTERING700 BETA_BACKSCATTERING532 CHLA BBP700 BBP532 RAW_DOWNWELLING_IRRADIANCE380 RAW_DOWNWELLING_IRRADIANCE412 RAW_DOWNWELLING_IRRADIANCE490 RAW_DOWNWELLING_PAR DOWN_IRRADIANCE380 DOWN_IRRADIANCE412 DOWN_IRRADIANCE490 DOWNWELLING_PAR TEMP_NITRATE NITRATE VRS_PH PH_IN_SITU_FREE PH_IN_SITU_TOTAL,20240725040133
csio/2902881/2902881_BRtraj.nc,24.218,20.694,134.835,128.592,870,HZ,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20240728160108
csio/2902882/2902882_BRtraj.nc,36.054,21.883,150.002,120.387,841,HZ,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY CHLA BBP532 BBP700 TEMP_NITRATE NITRATE,20240729070138
csio/2902883/2902883_BRtraj.nc,19.451,16.472,149.997,141.199,863,HZ,PRES PHASE_DELAY_DOXY TEMP_VOLTAGE_DOXY TEMP_DOXY DOXY PPOX_DOXY FLUORESCENCE_CHLA BETA_BACKSCATTERING532 BETA_BACKSCATTERING700 CHLA BBP532 BBP700 TEMP_NITRATE NITRATE VRS_PH PH_IN_SITU_FREE PH_IN_SITU_TOTAL,20240726160057
csio/2902884/2902884_BRtraj.nc,18.145,12.477,149.985,132.395,863,HZ,PRES PHASE_DELAY_DOXY TEMP_VOLTAGE_DOXY TEMP_DOXY DOXY PPOX_DOXY FLUORESCENCE_CHLA BETA_BACKSCATTERING532 BETA_BACKSCATTERING700 CHLA BBP532 BBP700 TEMP_NITRATE NITRATE VRS_PH PH_IN_SITU_FREE PH_IN_SITU_TOTAL,20240716010049
csio/2902885/2902885_BRtraj.nc,32.453,28.596,146.337,142.292,834,HZ,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY FLUORESCENCE_CHLA BETA_BACKSCATTERING700 BETA_BACKSCATTERING532 CHLA BBP700 BBP532 RAW_DOWNWELLING_IRRADIANCE380 RAW_DOWNWELLING_IRRADIANCE412 RAW_DOWNWELLING_IRRADIANCE490 RAW_DOWNWELLING_PAR DOWN_IRRADIANCE380 DOWN_IRRADIANCE412 DOWN_IRRADIANCE490 DOWNWELLING_PAR TEMP_NITRATE NITRATE VRS_PH PH_IN_SITU_FREE PH_IN_SITU_TOTAL,20240729040149
csio/2902886/2902886_BRtraj.nc,43.823,39.301,151.814,145.236,834,HZ,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY FLUORESCENCE_CHLA BETA_BACKSCATTERING700 BETA_BACKSCATTERING532 CHLA BBP700 BBP532 RAW_DOWNWELLING_IRRADIANCE380 RAW_DOWNWELLING_IRRADIANCE412 RAW_DOWNWELLING_IRRADIANCE490 RAW_DOWNWELLING_PAR DOWN_IRRADIANCE380 DOWN_IRRADIANCE412 DOWN_IRRADIANCE490 DOWNWELLING_PAR TEMP_NITRATE NITRATE VRS_PH PH_IN_SITU_FREE PH_IN_SITU_TOTAL,20240730040142
csio/2902887/2902887_BRtraj.nc,31.528,28.440,150.006,143.785,841,HZ,PRES CHLA BBP700 CDOM,20240728160220
kma/2901705/2901705_BRtraj.nc,40.920,36.028,139.907,130.871,846,KM,PRES DOXY BPHASE_DOXY TEMP_DOXY,20180827092012
kma/2901744/2901744_BRtraj.nc,38.746,36.260,135.799,130.445,846,KM,PRES DOXY BPHASE_DOXY TEMP_DOXY,20191003212020
kma/2901755/2901755_BRtraj.nc,38.111,37.309,132.939,129.016,846,KM,PRES DOXY BPHASE_DOXY TEMP_DOXY,20180128032012
meds/4900497/4900497_BRtraj.nc,44.698,33.965,-53.669,-67.990,846,ME,DOXY TEMP_DOXY,20170130182245
meds/4900523/4900523_BRtraj.nc,51.605,49.802,-147.161,-150.128,846,ME,DOXY TEMP_DOXY,20170201163007
meds/4900627/4900627_BRtraj.nc,43.542,31.487,-54.564,-75.619,846,ME,DOXY TEMP_DOXY,20170131210933
meds/4900869/4900869_BRtraj.nc,59.535,52.612,-136.277,-148.304,846,ME,DOXY,20170210203229
meds/4901779/4901779_BRtraj.nc,63.657,56.311,-30.768,-57.361,865,ME,PRES PHASE_DELAY_DOXY DOXY TEMP_DOXY,20210522161538
meds/4901780/4901780_BRtraj.nc,58.543,42.470,-38.263,-56.988,865,ME,PHASE_DELAY_DOXY DOXY TEMP_DOXY,20180925161614
meds/4901781/4901781_BRtraj.nc,57.980,57.387,-51.791,-52.224,865,ME,PHASE_DELAY_DOXY DOXY TEMP_DOXY,20180220182325
meds/4901782/4901782_BRtraj.nc,61.971,56.545,-48.845,-60.127,865,ME,PHASE_DELAY_DOXY DOXY TEMP_DOXY,20180220182325
meds/4901784/4901784_BRtraj.nc,46.879,42.812,-128.843,-136.876,865,ME,PRES PHASE_DELAY_DOXY DOXY TEMP_DOXY,20211130131550
meds/4901785/4901785_BRtraj.nc,47.060,46.572,-133.011,-133.616,865,ME,PHASE_DELAY_DOXY DOXY TEMP_DOXY,20180220182329
meds/4901786/4901786_BRtraj.nc,50.711,49.566,-140.776,-144.403,865,ME,PHASE_DELAY_DOXY DOXY TEMP_DOXY,20181112151617
meds/4901790/4901790_BRtraj.nc,50.505,47.426,-136.192,-139.919,865,ME,PHASE_DELAY_DOXY DOXY TEMP_DOXY,20180610121551
meds/4901791/4901791_BRtraj.nc,49.244,48.786,-154.658,-156.280,865,ME,PHASE_DELAY_DOXY DOXY TEMP_DOXY,20180220182645
meds/4902383/4902383_BRtraj.nc,60.376,55.051,-48.216,-55.753,865,ME,PHASE_DELAY_DOXY DOXY TEMP_DOXY,20180220182724
meds/4902384/4902384_BRtraj.nc,58.664,56.412,-48.092,-52.834,865,ME,PHASE_DELAY_DOXY DOXY TEMP_DOXY,20180220182725
meds/4902386/4902386_BRtraj.nc,57.588,57.375,-50.640,-51.562,865,ME,PHASE_DELAY_DOXY DOXY TEMP_DOXY,20180220182726
meds/4902390/4902390_BRtraj.nc,44.093,41.588,-54.377,-56.652,865,ME,PHASE_DELAY_DOXY DOXY TEMP_DOXY,20180220183054
meds/4902409/4902409_BRtraj.nc,59.223,50.396,-27.683,-53.632,865,ME,PRES PHASE_DELAY_DOXY DOXY TEMP_DOXY,20230720161838
meds/4902410/4902410_BRtraj.nc,64.135,41.135,-30.978,-60.816,865,ME,PRES PHASE_DELAY_DOXY DOXY TEMP_DOXY,20210608132243
meds/4902414/4902414_BRtraj.nc,52.007,48.764,-129.396,-132.637,865,ME,PRES PHASE_DELAY_DOXY DOXY TEMP_DOXY,20201010061533
meds/4902480/4902480_BRtraj.nc,59.724,57.258,-45.985,-53.361,844,ME,PRES C1PHASE_DOXY C2PHASE_DOXY DOXY TEMP_DOXY PPOX_DOXY,20200820135907
meds/4902481/4902481_BRtraj.nc,64.369,42.603,-37.345,-63.163,844,ME,PRES C1PHASE_DOXY C2PHASE_DOXY DOXY TEMP_DOXY PPOX_DOXY,20240730211616
meds/4902549/4902549_BRtraj.nc,49.286,47.025,-131.022,-134.903,844,ME,PRES C1PHASE_DOXY C2PHASE_DOXY DOXY TEMP_DOXY PPOX_DOXY,20240723021553
meds/4902550/4902550_BRtraj.nc,49.639,48.358,-128.334,-134.826,844,ME,PRES C1PHASE_DOXY C2PHASE_DOXY DOXY TEMP_DOXY PPOX_DOXY,20240729192807
meds/4902551/4902551_BRtraj.nc,49.980,46.478,-128.967,-138.677,844,ME,PRES C1PHASE_DOXY C2PHASE_DOXY DOXY TEMP_DOXY PPOX_DOXY,20240724021556
meds/4902552/4902552_BRtraj.nc,53.048,48.347,-127.513,-136.999,844,ME,PRES C1PHASE_DOXY C2PHASE_DOXY DOXY TEMP_DOXY PPOX_DOXY,20240724021604
meds/4902553/4902553_BRtraj.nc,56.663,48.973,-130.671,-137.089,844,ME,PRES C1PHASE_DOXY C2PHASE_DOXY DOXY TEMP_DOXY PPOX_DOXY,20240729192813
meds/4902554/4902554_BRtraj.nc,49.709,47.338,-132.553,-138.688,844,ME,PRES C1PHASE_DOXY C2PHASE_DOXY DOXY TEMP_DOXY PPOX_DOXY,20240729192819
meds/4902555/4902555_BRtraj.nc,50.193,46.151,-140.243,-145.516,844,ME,PRES C1PHASE_DOXY C2PHASE_DOXY DOXY TEMP_DOXY PPOX_DOXY,20240729192825
meds/4902576/4902576_BRtraj.nc,43.638,35.060,-57.513,-70.950,844,ME,PRES C1PHASE_DOXY C2PHASE_DOXY DOXY TEMP_DOXY PPOX_DOXY,20240729192928
meds/4902577/4902577_BRtraj.nc,43.475,33.498,-44.398,-74.275,844,ME,PRES C1PHASE_DOXY C2PHASE_DOXY DOXY TEMP_DOXY PPOX_DOXY,20240729192932
meds/4902578/4902578_BRtraj.nc,43.162,36.612,-41.964,-70.968,844,ME,PRES C1PHASE_DOXY C2PHASE_DOXY DOXY TEMP_DOXY PPOX_DOXY,20240730141604
meds/4902579/4902579_BRtraj.nc,60.697,55.126,-49.847,-56.961,844,ME,PRES C1PHASE_DOXY C2PHASE_DOXY DOXY TEMP_DOXY PPOX_DOXY,20240729192937
meds/4902580/4902580_BRtraj.nc,60.275,51.984,-32.529,-52.792,844,ME,PRES C1PHASE_DOXY C2PHASE_DOXY DOXY TEMP_DOXY PPOX_DOXY,20240730211647
meds/4902581/4902581_BRtraj.nc,56.819,56.554,-52.518,-52.662,844,ME,PRES C1PHASE_DOXY C2PHASE_DOXY DOXY TEMP_DOXY PPOX_DOXY,20220521081549
meds/4902582/4902582_BRtraj.nc,52.096,46.053,-28.380,-43.563,844,ME,PRES C1PHASE_DOXY C2PHASE_DOXY DOXY TEMP_DOXY PPOX_DOXY,20240729192941
meds/4902583/4902583_BRtraj.nc,48.012,46.633,-136.589,-141.319,844,ME,PRES C1PHASE_DOXY C2PHASE_DOXY DOXY TEMP_DOXY PPOX_DOXY,20240801021629
meds/4902584/4902584_BRtraj.nc,46.835,45.447,-142.857,-145.479,844,ME,PRES C1PHASE_DOXY C2PHASE_DOXY DOXY TEMP_DOXY PPOX_DOXY,20240729192946
meds/4902585/4902585_BRtraj.nc,54.258,51.505,-132.744,-144.024,844,ME,PRES C1PHASE_DOXY C2PHASE_DOXY DOXY TEMP_DOXY PPOX_DOXY,20240801021634
meds/4902586/4902586_BRtraj.nc,58.891,53.602,-136.720,-147.020,844,ME,PRES C1PHASE_DOXY C2PHASE_DOXY DOXY TEMP_DOXY PPOX_DOXY,20240729192950
meds/4902587/4902587_BRtraj.nc,59.186,54.215,-141.898,-154.862,844,ME,PRES C1PHASE_DOXY C2PHASE_DOXY DOXY TEMP_DOXY PPOX_DOXY,20240730211651
